pmid	gene_id	Symbol
16127294	5347	PLK1
19804365	5347	PLK1
12970317	53827	FXYD5
18677652	53827	FXYD5
22965940	53827	FXYD5
11443211	53905	DUOX1
11762710	53905	DUOX1
19730683	53905	DUOX1
19952225	53905	DUOX1
19730683	5395	PMS2
15623817	54165	DCUN1D1
19040996	54206	ERRFI1
21190978	54206	ERRFI1
6546764	5443	POMC
17696832	5443	POMC
19835629	5443	POMC
21775107	54474	KRT20
16396960	5449	POU1F1
22066479	54567	DLL4
20942235	5460	POU5F1
21317830	54658	UGT1A1
18701481	5467	PPARD
12161538	5468	PPARG
12519876	5468	PPARG
12727991	5468	PPARG
12776192	5468	PPARG
12970322	5468	PPARG
15299084	5468	PPARG
15362967	5468	PPARG
15785241	5468	PPARG
16179407	5468	PPARG
16219715	5468	PPARG
16352687	5468	PPARG
17123335	5468	PPARG
17614769	5468	PPARG
18509005	5468	PPARG
18688583	5468	PPARG
18757431	5468	PPARG
19724872	5468	PPARG
19730683	5468	PPARG
19797117	5468	PPARG
19963130	5468	PPARG
21763631	5468	PPARG
22961909	5468	PPARG
23436219	5468	PPARG
23738683	5468	PPARG
16396960	5469	MED1
22944270	54739	XAF1
23645777	54739	XAF1
17145811	54845	ESRP1
22081784	54940	OCIAD1
20498639	5499	PPP1CA
22302078	55054	ATG16L1
21575418	55124	PIWIL2
20350937	55363	HEMGN
10502321	55422	ZNF331
14610350	55422	ZNF331
20362629	5550	PREP
23904275	5562	PRKAA1
20501673	5566	PRKACA
7678053	5573	PRKAR1A
12203783	5573	PRKAR1A
19730683	5573	PRKAR1A
17072649	55751	TMEM184C
12173071	5578	PRKCA
19116345	5578	PRKCA
23844163	5578	PRKCA
19730683	55790	CSGALNACT1
9492013	558	AXL
12490074	558	AXL
21343401	558	AXL
16646678	5580	PRKCD
23108398	5580	PRKCD
10438519	5581	PRKCE
11994357	5581	PRKCE
19092295	5591	PRKDC
23183621	5591	PRKDC
16153436	5594	MAPK1
19116345	5594	MAPK1
19730683	5594	MAPK1
20501673	5594	MAPK1
22575864	5594	MAPK1
14712216	5595	MAPK3
16153436	5595	MAPK3
17209045	5595	MAPK3
19116345	5595	MAPK3
20501673	5595	MAPK3
16153436	5599	MAPK8
20138424	5599	MAPK8
16443219	56034	PDGFC
19968886	56034	PDGFC
19411838	5604	MAP2K1
19500021	5604	MAP2K1
19500021	5605	MAP2K2
23167807	5617	PRL
17525486	5618	PRLR
11116144	5623	PSPN
17145811	5652	PRSS8
22923201	5654	HTRA1
19730683	56605	ERO1LB
18283268	56729	RETN
11056052	56892	C8orf4
15087392	56892	C8orf4
20817787	56924	PAK6
23712706	56925	LXN
18787380	56946	C11orf30
21509594	56947	MFF
21509594	56950	SMYD2
23070788	57007	ACKR3
19730683	572	BAD
18393128	5726	TAS2R38
15502856	5727	PTCH1
19730683	5727	PTCH1
20012784	5727	PTCH1
9140396	5728	PTEN
9354427	5728	PTEN
10918569	5728	PTEN
12119278	5728	PTEN
12203792	5728	PTEN
15231710	5728	PTEN
16487009	5728	PTEN
18199538	5728	PTEN
18226854	5728	PTEN
18335752	5728	PTEN
18579579	5728	PTEN
18831514	5728	PTEN
19173293	5728	PTEN
20186503	5728	PTEN
21417916	5728	PTEN
21921783	5728	PTEN
21956414	5728	PTEN
22086610	5728	PTEN
23066114	5728	PTEN
12665651	5742	PTGS1
11939728	5743	PTGS2
12665651	5743	PTGS2
15817909	5743	PTGS2
15870511	5743	PTGS2
18362501	5743	PTGS2
19048457	5743	PTGS2
20120873	5743	PTGS2
19730683	5744	PTHLH
23609190	574411	MIR451A
20406109	574447	MIR146B
21537871	574447	MIR146B
21874046	574447	MIR146B
22728346	574447	MIR146B
23264400	574447	MIR146B
20209130	574458	MIR512-1
18940011	57447	NDRG2
20209130	574479	MIR517A
20209130	574496	MIR519A1
16213899	5745	PTH1R
19730683	5745	PTH1R
8770310	5747	PTK2
15657578	5747	PTK2
16153436	5747	PTK2
17397984	5747	PTK2
20405349	5747	PTK2
23539728	57522	SRGAP1
15746253	5777	PTPN6
14647456	578	BAK1
21741956	5783	PTPN13
15378013	5795	PTPRJ
15384144	5795	PTPRJ
16778204	5795	PTPRJ
20823296	5795	PTPRJ
17803695	581	BAX
20926528	5816	PVALB
12034881	5868	RAB5A
23482591	5879	RAC1
19092295	5888	RAD51
19772428	5888	RAD51
19092295	5893	RAD52
16029117	5894	RAF1
19730683	5894	RAF1
18948674	5906	RAP1A
18948674	5908	RAP1B
19066305	5909	RAP1GAP
20124489	5909	RAP1GAP
22696507	5909	RAP1GAP
2825037	5915	RARB
16858683	5915	RARB
18852534	5915	RARB
20535589	5915	RARB
22694820	5915	RARB
20702649	5921	RASA1
15709169	5925	RB1
24135281	5925	RB1
17244783	5928	RBBP4
14666683	5933	RBL1
12637156	5934	RBL2
9626345	595	CCND1
12048199	595	CCND1
12930597	595	CCND1
16115225	595	CCND1
16601140	595	CCND1
17188136	595	CCND1
17693985	595	CCND1
17906980	595	CCND1
17916995	595	CCND1
18753363	595	CCND1
18925698	595	CCND1
20172376	595	CCND1
21547408	595	CCND1
22204713	595	CCND1
22553812	595	CCND1
23144465	595	CCND1
16438077	596	BCL2
17188136	596	BCL2
17848408	596	BCL2
17909067	596	BCL2
18162459	596	BCL2
22120515	596	BCL2
21903858	5970	RELA
22558476	5970	RELA
22964303	5970	RELA
23150684	5970	RELA
23528368	5970	RELA
1350670	5979	RET
1569189	5979	RET
2406025	5979	RET
3697657	5979	RET
7678053	5979	RET
7784092	5979	RET
7845675	5979	RET
7849720	5979	RET
7874109	5979	RET
7881414	5979	RET
7906866	5979	RET
7907913	5979	RET
7915165	5979	RET
8103403	5979	RET
8557249	5979	RET
8625130	5979	RET
8626834	5979	RET
8806699	5979	RET
8807338	5979	RET
9223675	5979	RET
9259198	5979	RET
9398735	5979	RET
9506724	5979	RET
9621513	5979	RET
9677065	5979	RET
10024437	5979	RET
10323403	5979	RET
10439047	5979	RET
10445857	5979	RET
10612852	5979	RET
10777380	5979	RET
10826520	5979	RET
10850414	5979	RET
10980597	5979	RET
11116144	5979	RET
11238493	5979	RET
11295841	5979	RET
11589684	5979	RET
11692159	5979	RET
11746981	5979	RET
11788682	5979	RET
11883863	5979	RET
11900218	5979	RET
11927965	5979	RET
11932300	5979	RET
11950855	5979	RET
12057919	5979	RET
12085189	5979	RET
12114746	5979	RET
12161537	5979	RET
12182058	5979	RET
12193298	5979	RET
12474140	5979	RET
12490841	5979	RET
12519890	5979	RET
12608895	5979	RET
12637586	5979	RET
12670889	5979	RET
12720532	5979	RET
12787916	5979	RET
12841548	5979	RET
12881714	5979	RET
12884527	5979	RET
14508694	5979	RET
14555929	5979	RET
14586073	5979	RET
14602786	5979	RET
14761598	5979	RET
14981541	5979	RET
15129804	5979	RET
15142370	5979	RET
15240649	5979	RET
15271413	5979	RET
15273715	5979	RET
15277225	5979	RET
15292360	5979	RET
15297606	5979	RET
15316058	5979	RET
15320968	5979	RET
15331579	5979	RET
15350625	5979	RET
15502856	5979	RET
15523405	5979	RET
15632018	5979	RET
15657578	5979	RET
15716612	5979	RET
15741265	5979	RET
15753666	5979	RET
15761501	5979	RET
15785245	5979	RET
15844786	5979	RET
15933516	5979	RET
15940252	5979	RET
15953945	5979	RET
15988377	5979	RET
15994200	5979	RET
16007166	5979	RET
16053382	5979	RET
16118333	5979	RET
16153436	5979	RET
16181547	5979	RET
16203990	5979	RET
16230779	5979	RET
16384843	5979	RET
16419493	5979	RET
16483615	5979	RET
16646689	5979	RET
16778204	5979	RET
16813162	5979	RET
16868135	5979	RET
16946010	5979	RET
16954442	5979	RET
17065770	5979	RET
17185892	5979	RET
17209045	5979	RET
17227125	5979	RET
17270245	5979	RET
17270543	5979	RET
17316110	5979	RET
17384213	5979	RET
17464312	5979	RET
17605401	5979	RET
17610518	5979	RET
17623957	5979	RET
17639057	5979	RET
17727338	5979	RET
17786355	5979	RET
17895320	5979	RET
17900235	5979	RET
17952863	5979	RET
17954023	5979	RET
17954268	5979	RET
18058472	5979	RET
18073307	5979	RET
18226854	5979	RET
18248648	5979	RET
18282654	5979	RET
18284634	5979	RET
18316595	5979	RET
18316596	5979	RET
18322301	5979	RET
18331611	5979	RET
18365214	5979	RET
18393128	5979	RET
18402529	5979	RET
18502331	5979	RET
18505566	5979	RET
18515739	5979	RET
18631007	5979	RET
18676765	5979	RET
18756447	5979	RET
18765511	5979	RET
18794325	5979	RET
18805915	5979	RET
18936155	5979	RET
18976163	5979	RET
19005720	5979	RET
19138318	5979	RET
19147753	5979	RET
19401695	5979	RET
19411807	5979	RET
19444888	5979	RET
19472011	5979	RET
19475497	5979	RET
19487296	5979	RET
19487299	5979	RET
19495791	5979	RET
19543246	5979	RET
19678735	5979	RET
19765726	5979	RET
19841562	5979	RET
19897677	5979	RET
19958926	5979	RET
20012784	5979	RET
20013610	5979	RET
20083156	5979	RET
20101222	5979	RET
20103606	5979	RET
20119574	5979	RET
20142552	5979	RET
20152359	5979	RET
20373984	5979	RET
20463576	5979	RET
20497437	5979	RET
20521125	5979	RET
20526288	5979	RET
20554711	5979	RET
20627492	5979	RET
20801952	5979	RET
20840674	5979	RET
20860430	5979	RET
21054478	5979	RET
21173509	5979	RET
21309721	5979	RET
21422198	5979	RET
21422799	5979	RET
21521337	5979	RET
21543427	5979	RET
21551259	5979	RET
21655256	5979	RET
21690267	5979	RET
21711375	5979	RET
21741956	5979	RET
21750045	5979	RET
21810974	5979	RET
21834681	5979	RET
21857107	5979	RET
21867742	5979	RET
21947652	5979	RET
21986619	5979	RET
22068382	5979	RET
22111543	5979	RET
22150560	5979	RET
22156466	5979	RET
22199277	5979	RET
22274720	5979	RET
22345297	5979	RET
22404432	5979	RET
22584707	5979	RET
22648435	5979	RET
22803838	5979	RET
22865907	5979	RET
22961909	5979	RET
23059849	5979	RET
23180660	5979	RET
23264394	5979	RET
23329180	5979	RET
23436219	5979	RET
23455356	5979	RET
23563004	5979	RET
23744765	5979	RET
23756355	5979	RET
23780998	5979	RET
23828865	5979	RET
24030942	5979	RET
17803695	598	BCL2L1
12787916	5987	TRIM27
15362969	5997	RGS2
9848710	60	ACTB
20558345	6010	RHO
15956746	6013	RLN1
20332215	6013	RLN1
15956746	6019	RLN2
16877360	6019	RLN2
21493587	6019	RLN2
21509594	604	BCL6
8185817	6128	RPL6
21509594	6129	RPL7
21509594	6138	RPL15
12364463	619501	HCC
23685355	619556	MIR455
12733712	6198	RPS6KB1
19815051	6198	RPS6KB1
8816445	6239	RREB1
9440806	6256	RXRA
18239067	6256	RXRA
19422879	6256	RXRA
21355951	6256	RXRA
23639973	6256	RXRA
15299084	6258	RXRG
21355951	6258	RXRG
18360353	6271	S100A1
15579771	6275	S100A4
15713996	6275	S100A4
16265347	6275	S100A4
20332215	6275	S100A4
23771538	6275	S100A4
20629554	6277	S100A6
21938494	6277	S100A6
17695432	6281	S100A10
19730683	6281	S100A10
21938494	6281	S100A10
23928665	6282	S100A11
19732762	632	BGLAP
19072670	6347	CCL2
18415893	6352	CCL5
19730683	6352	CCL5
17431390	6382	SDC1
23070788	6387	CXCL12
24021782	6387	CXCL12
12063398	63892	THADA
12955091	63892	THADA
17123335	63892	THADA
19730683	63892	THADA
16322339	6390	SDHB
21956414	6390	SDHB
16322339	6391	SDHC
15623805	6392	SDHD
16322339	6392	SDHD
22584711	6392	SDHD
18597952	6401	SELE
18597952	6403	SELP
11116144	64096	GFRA4
14763921	643	CXCR5
23044318	64321	SOX17
14720435	6439	SFTPB
3293987	6447	SCG5
19934646	644943	RASSF10
12237775	6464	SHC1
15705774	6464	SHC1
18480379	6464	SHC1
19730683	6469	SHH
22241722	6469	SHH
16461921	64759	TNS3
18561090	64759	TNS3
18757431	64764	CREB3L2
19730683	6478	SIAH2
21643629	64798	DEPTOR
16053379	6480	ST6GAL1
16053379	6482	ST3GAL1
19305382	649	BMP1
17639054	6502	SKP2
16273245	6513	SLC2A1
17854396	6513	SLC2A1
22228332	6513	SLC2A1
22376167	6513	SLC2A1
22888973	6513	SLC2A1
19922591	6520	SLC3A2
9492156	6528	SLC5A5
10893432	6528	SLC5A5
11575851	6528	SLC5A5
12351692	6528	SLC5A5
12475396	6528	SLC5A5
12679487	6528	SLC5A5
12720543	6528	SLC5A5
15062578	6528	SLC5A5
15068624	6528	SLC5A5
15215159	6528	SLC5A5
15919754	6528	SLC5A5
15968416	6528	SLC5A5
16264365	6528	SLC5A5
16335670	6528	SLC5A5
16954431	6528	SLC5A5
17164311	6528	SLC5A5
17696829	6528	SLC5A5
17854396	6528	SLC5A5
17938324	6528	SLC5A5
18509003	6528	SLC5A5
18628528	6528	SLC5A5
19029227	6528	SLC5A5
19706688	6528	SLC5A5
20961282	6528	SLC5A5
21209020	6528	SLC5A5
21521301	6528	SLC5A5
21989446	6528	SLC5A5
22510021	6528	SLC5A5
22545753	6528	SLC5A5
22781452	6528	SLC5A5
22982218	6528	SLC5A5
23163107	6528	SLC5A5
23678037	6528	SLC5A5
14720435	653509	SFTPA1
21813593	6567	SLC16A2
23720784	6586	SLIT3
17724139	6591	SNAI2
22899291	6591	SNAI2
19730683	6608	SMO
17724139	6615	SNAI1
23435375	6615	SNAI1
18343949	6624	FSCN1
20460314	6635	SNRPE
15887859	6648	SOD2
20576801	6649	SOD3
21716161	6657	SOX2
23301671	6657	SOX2
12475396	6667	SP1
18509005	6667	SP1
12402984	6678	SPARC
15998773	6696	SPP1
18676742	6696	SPP1
20592361	6696	SPP1
21632990	6696	SPP1
22964303	6696	SPP1
19730683	6714	SRC
20405349	6714	SRC
22136207	672	BRCA1
19513551	6722	SRF
12670889	673	BRAF
12697856	673	BRAF
12881714	673	BRAF
12970315	673	BRAF
14602780	673	BRAF
15001635	673	BRAF
15126572	673	BRAF
15145515	673	BRAF
15186612	673	BRAF
15273715	673	BRAF
15630448	673	BRAF
15761501	673	BRAF
15880523	673	BRAF
15968271	673	BRAF
15980887	673	BRAF
15998781	673	BRAF
16007166	673	BRAF
16143028	673	BRAF
16174717	673	BRAF
16181240	673	BRAF
16181547	673	BRAF
16199894	673	BRAF
16268813	673	BRAF
16452550	673	BRAF
16487015	673	BRAF
16601293	673	BRAF
16728573	673	BRAF
16786134	673	BRAF
16858683	673	BRAF
16918957	673	BRAF
16932278	673	BRAF
16946010	673	BRAF
16959844	673	BRAF
17044028	673	BRAF
17060774	673	BRAF
17179987	673	BRAF
17186541	673	BRAF
17199737	673	BRAF
17227125	673	BRAF
17297294	673	BRAF
17355635	673	BRAF
17387744	673	BRAF
17453004	673	BRAF
17464312	673	BRAF
17488796	673	BRAF
17520704	673	BRAF
17535994	673	BRAF
17542667	673	BRAF
17685465	673	BRAF
17693984	673	BRAF
17714762	673	BRAF
17717450	673	BRAF
17721188	673	BRAF
17727338	673	BRAF
17785355	673	BRAF
17786355	673	BRAF
17854396	673	BRAF
17878251	673	BRAF
17911174	673	BRAF
17940185	673	BRAF
17972530	673	BRAF
18000091	673	BRAF
18045960	673	BRAF
18070147	673	BRAF
18226854	673	BRAF
18235983	673	BRAF
18310286	673	BRAF
18310287	673	BRAF
18310288	673	BRAF
18337114	673	BRAF
18381570	673	BRAF
18382358	673	BRAF
18383861	673	BRAF
18458053	673	BRAF
18470905	673	BRAF
18509003	673	BRAF
18628356	673	BRAF
18676742	673	BRAF
18682506	673	BRAF
18697864	673	BRAF
18710471	673	BRAF
18757433	673	BRAF
18840924	673	BRAF
19014278	673	BRAF
19034577	673	BRAF
19107232	673	BRAF
19147753	673	BRAF
19152441	673	BRAF
19190105	673	BRAF
19194051	673	BRAF
19200582	673	BRAF
19207009	673	BRAF
19208736	673	BRAF
19255327	673	BRAF
19355825	673	BRAF
19370505	673	BRAF
19393416	673	BRAF
19414674	673	BRAF
19415957	673	BRAF
19487299	673	BRAF
19504446	673	BRAF
19534622	673	BRAF
19534623	673	BRAF
19574281	673	BRAF
19626635	673	BRAF
19644722	673	BRAF
19693938	673	BRAF
19710001	673	BRAF
19724843	673	BRAF
19738460	673	BRAF
19765726	673	BRAF
19850689	673	BRAF
19861538	673	BRAF
19878585	673	BRAF
19883729	673	BRAF
19958951	673	BRAF
19960590	673	BRAF
20009493	673	BRAF
20012784	673	BRAF
20187782	673	BRAF
20230995	673	BRAF
20406109	673	BRAF
20410389	673	BRAF
20460314	673	BRAF
20473281	673	BRAF
20498063	673	BRAF
20501689	673	BRAF
20526288	673	BRAF
20631031	673	BRAF
20640859	673	BRAF
20647301	673	BRAF
20702649	673	BRAF
20703476	673	BRAF
20837233	673	BRAF
20840674	673	BRAF
20860430	673	BRAF
20945104	673	BRAF
20950194	673	BRAF
20953721	673	BRAF
21049459	673	BRAF
21134544	673	BRAF
21134562	673	BRAF
21167555	673	BRAF
21185263	673	BRAF
21239517	673	BRAF
21249150	673	BRAF
21321384	673	BRAF
21351275	673	BRAF
21383698	673	BRAF
21412762	673	BRAF
21431280	673	BRAF
21441079	673	BRAF
21498916	673	BRAF
21512141	673	BRAF
21594703	673	BRAF
21653734	673	BRAF
21707687	673	BRAF
21716161	673	BRAF
21750338	673	BRAF
21774961	673	BRAF
21796448	673	BRAF
21803329	673	BRAF
21826673	673	BRAF
21875464	673	BRAF
21882184	673	BRAF
21900390	673	BRAF
21903858	673	BRAF
21909080	673	BRAF
21937738	673	BRAF
21948220	673	BRAF
22033631	673	BRAF
22072743	673	BRAF
22105174	673	BRAF
22105775	673	BRAF
22136270	673	BRAF
22150560	673	BRAF
22156467	673	BRAF
22156468	673	BRAF
22170714	673	BRAF
22190222	673	BRAF
22199277	673	BRAF
22249628	673	BRAF
22335197	673	BRAF
22358007	673	BRAF
22376167	673	BRAF
22426956	673	BRAF
22431868	673	BRAF
22435913	673	BRAF
22451557	673	BRAF
22471241	673	BRAF
22488961	673	BRAF
22500044	673	BRAF
22508706	673	BRAF
22514085	673	BRAF
22515292	673	BRAF
22535974	673	BRAF
22549559	673	BRAF
22549934	673	BRAF
22592144	673	BRAF
22681706	673	BRAF
22694820	673	BRAF
22702340	673	BRAF
22732794	673	BRAF
22740704	673	BRAF
22752848	673	BRAF
22767446	673	BRAF
22770943	673	BRAF
22799316	673	BRAF
22858857	673	BRAF
22863493	673	BRAF
22887810	673	BRAF
22918165	673	BRAF
22932786	673	BRAF
22941165	673	BRAF
22973979	673	BRAF
23055546	673	BRAF
23062653	673	BRAF
23066120	673	BRAF
23132792	673	BRAF
23157614	673	BRAF
23158172	673	BRAF
23163107	673	BRAF
23179992	673	BRAF
23192464	673	BRAF
23192956	673	BRAF
23253715	673	BRAF
23263826	673	BRAF
23280049	673	BRAF
23370668	673	BRAF
23416953	673	BRAF
23435375	673	BRAF
23476074	673	BRAF
23482475	673	BRAF
23482591	673	BRAF
23505540	673	BRAF
23533235	673	BRAF
23534744	673	BRAF
23544999	673	BRAF
23571588	673	BRAF
23580256	673	BRAF
23595630	673	BRAF
23625203	673	BRAF
23636013	673	BRAF
23687957	673	BRAF
23725167	673	BRAF
23775351	673	BRAF
23931769	673	BRAF
23969188	673	BRAF
24030686	673	BRAF
24039206	673	BRAF
24094449	673	BRAF
24123003	673	BRAF
11344221	6751	SSTR1
12359227	6751	SSTR1
11344221	6752	SSTR2
16601140	6752	SSTR2
16996150	6752	SSTR2
20450431	6752	SSTR2
9177396	6753	SSTR3
11344221	6753	SSTR3
10768564	6754	SSTR4
11344221	6754	SSTR4
9177396	6755	SSTR5
17909067	6772	STAT1
22514085	6772	STAT1
19730683	6773	STAT2
12637586	6774	STAT3
17145757	6774	STAT3
17209045	6774	STAT3
19730683	6774	STAT3
19825993	6774	STAT3
20558345	6774	STAT3
21577321	6774	STAT3
21897114	6774	STAT3
22328572	6774	STAT3
22891351	6774	STAT3
21509594	678	ZFP36L2
17909067	6790	AURKA
17914111	6790	AURKA
18664479	682	BSG
18774544	682	BSG
19863615	682	BSG
22280229	682	BSG
22911723	686	BTD
19730683	6924	TCEB3
12107263	6927	HNF1A
18399756	6927	HNF1A
21348892	6927	HNF1A
15486044	6928	HNF1B
16676400	6928	HNF1B
18399756	6928	HNF1B
12107263	6929	TCF3
19730683	6938	TCF12
18383837	699	BUB1
21400522	7010	TEK
22304389	7012	TERC
15816620	7015	TERT
16288728	7015	TERT
16786150	7015	TERT
17671725	7015	TERT
18201269	7015	TERT
18664542	7015	TERT
18816183	7015	TERT
23766237	7015	TERT
23833040	7015	TERT
12819023	7018	TF
12475396	7020	TFAP2A
15083192	7033	TFF3
15515157	7033	TFF3
18506086	7033	TFF3
19528408	7033	TFF3
21520112	7033	TFF3
22572548	7033	TFF3
21323588	7037	TFRC
10199792	7038	TG
10487692	7038	TG
12022704	7038	TG
12679418	7038	TG
12819023	7038	TG
14633662	7038	TG
15579752	7038	TG
15785246	7038	TG
16230285	7038	TG
16260629	7038	TG
16403815	7038	TG
17278897	7038	TG
17671725	7038	TG
17854396	7038	TG
18166820	7038	TG
18636294	7038	TG
19404338	7038	TG
19416000	7038	TG
19633549	7038	TG
19730683	7038	TG
20089614	7038	TG
20173019	7038	TG
20486066	7038	TG
21039721	7038	TG
21476894	7038	TG
21646855	7038	TG
22136265	7038	TG
22136267	7038	TG
23242039	7038	TG
23360821	7038	TG
23489940	7038	TG
23900865	7038	TG
20877637	7039	TGFA
21240064	7039	TGFA
12432546	7040	TGFB1
14737114	7040	TGFB1
18467449	7040	TGFB1
19645615	7040	TGFB1
20193458	7040	TGFB1
12432546	7043	TGFB3
17086361	7048	TGFBR2
16962673	7057	THBS1
18321763	7057	THBS1
18661355	7057	THBS1
20498063	7057	THBS1
22645299	706	TSPO
2879243	7067	THRA
3672126	7067	THRA
3684612	7067	THRA
9440806	7067	THRA
10022432	7067	THRA
11889175	7067	THRA
12048199	7067	THRA
12082618	7067	THRA
12231529	7067	THRA
15130509	7067	THRA
15767343	7067	THRA
17220280	7067	THRA
17911173	7067	THRA
18467449	7067	THRA
19422879	7067	THRA
19519176	7067	THRA
19730683	7067	THRA
19819978	7067	THRA
20053725	7067	THRA
21389087	7067	THRA
21622534	7067	THRA
23271024	7067	THRA
2879243	7068	THRB
10625678	7068	THRB
10713182	7068	THRB
10822129	7068	THRB
11518802	7068	THRB
11889175	7068	THRB
12048199	7068	THRB
12668276	7068	THRB
12843201	7068	THRB
15319359	7068	THRB
15598685	7068	THRB
15867011	7068	THRB
16231318	7068	THRB
17911173	7068	THRB
18239067	7068	THRB
18467449	7068	THRB
18683837	7068	THRB
19407221	7068	THRB
19422879	7068	THRB
20004952	7068	THRB
20155399	7068	THRB
20691260	7068	THRB
20956942	7068	THRB
21159845	7068	THRB
21389087	7068	THRB
21622534	7068	THRB
21994129	7068	THRB
23183175	7068	THRB
23271024	7068	THRB
24136366	7068	THRB
12538453	7076	TIMP1
15515157	7076	TIMP1
20193458	7076	TIMP1
21086628	7076	TIMP1
21903858	7076	TIMP1
23673111	7076	TIMP1
21086628	7077	TIMP2
22820140	7077	TIMP2
23673111	7077	TIMP2
16858683	7078	TIMP3
21339735	7078	TIMP3
22694820	7078	TIMP3
7711079	7080	NKX2-1
11836702	7080	NKX2-1
11923479	7080	NKX2-1
11953175	7080	NKX2-1
11957142	7080	NKX2-1
12051643	7080	NKX2-1
12408771	7080	NKX2-1
12499091	7080	NKX2-1
12923324	7080	NKX2-1
14720435	7080	NKX2-1
15098009	7080	NKX2-1
15271884	7080	NKX2-1
16260629	7080	NKX2-1
16980598	7080	NKX2-1
17671725	7080	NKX2-1
18059234	7080	NKX2-1
18071837	7080	NKX2-1
18246044	7080	NKX2-1
18661567	7080	NKX2-1
18682709	7080	NKX2-1
18958156	7080	NKX2-1
19064983	7080	NKX2-1
19176457	7080	NKX2-1
19198613	7080	NKX2-1
19293183	7080	NKX2-1
19483637	7080	NKX2-1
19506552	7080	NKX2-1
19525896	7080	NKX2-1
19578049	7080	NKX2-1
19730683	7080	NKX2-1
19740516	7080	NKX2-1
20042854	7080	NKX2-1
20518411	7080	NKX2-1
20565809	7080	NKX2-1
20701785	7080	NKX2-1
20823767	7080	NKX2-1
20848248	7080	NKX2-1
21717589	7080	NKX2-1
21730105	7080	NKX2-1
21771032	7080	NKX2-1
21775107	7080	NKX2-1
22011671	7080	NKX2-1
22185756	7080	NKX2-1
22531686	7080	NKX2-1
22761434	7080	NKX2-1
23625920	7080	NKX2-1
23675755	7080	NKX2-1
23818522	7080	NKX2-1
17962811	7082	TJP1
15978330	7083	TK1
22964303	7094	TLN1
23166414	7097	TLR2
17525119	7098	TLR3
20350937	7111	TMOD1
12144133	7124	TNF
12144133	7133	TNFRSF1B
1939648	7157	TP53
8423216	7157	TP53
12687275	7157	TP53
14534696	7157	TP53
15183530	7157	TP53
16322335	7157	TP53
16525684	7157	TP53
16698048	7157	TP53
16943578	7157	TP53
17188136	7157	TP53
18234963	7157	TP53
19092295	7157	TP53
19199318	7157	TP53
19286843	7157	TP53
19825993	7157	TP53
19885592	7157	TP53
21086258	7157	TP53
21547408	7157	TP53
21716161	7157	TP53
21879253	7157	TP53
21979946	7157	TP53
17985346	7158	TP53BP1
14522906	7161	TP73
16290057	7161	TP73
18234963	7161	TP73
19173293	7161	TP73
21290209	7161	TP73
2594368	7170	TPM3
7590742	7170	TPM3
2548579	7173	TPO
9814507	7173	TPO
9924196	7173	TPO
10487692	7173	TPO
12459031	7173	TPO
12820316	7173	TPO
15062578	7173	TPO
15196594	7173	TPO
16284446	7173	TPO
16614712	7173	TPO
16756464	7173	TPO
17854396	7173	TPO
18509003	7173	TPO
18657294	7173	TPO
18710471	7173	TPO
19730683	7173	TPO
19799084	7173	TPO
19952225	7173	TPO
22149743	7173	TPO
22435912	7173	TPO
23754668	7173	TPO
1532241	7175	TPR
18474871	7189	TRAF6
24033704	7205	TRIP6
12101421	7251	TSG101
19730683	7252	TSHB
22278420	7252	TSHB
7647578	7253	TSHR
7989485	7253	TSHR
8045989	7253	TSHR
8413627	7253	TSHR
9062474	7253	TSHR
9253356	7253	TSHR
9294132	7253	TSHR
10037070	7253	TSHR
10595453	7253	TSHR
10946859	7253	TSHR
11022192	7253	TSHR
11128715	7253	TSHR
11434721	7253	TSHR
12039695	7253	TSHR
12213664	7253	TSHR
12727856	7253	TSHR
12804102	7253	TSHR
14633662	7253	TSHR
16756473	7253	TSHR
17938324	7253	TSHR
18390987	7253	TSHR
18497944	7253	TSHR
18694911	7253	TSHR
18710471	7253	TSHR
18759693	7253	TSHR
19015922	7253	TSHR
19492584	7253	TSHR
19499991	7253	TSHR
19550078	7253	TSHR
19730683	7253	TSHR
20117998	7253	TSHR
20429628	7253	TSHR
20535589	7253	TSHR
20846293	7253	TSHR
21430027	7253	TSHR
21597314	7253	TSHR
21773967	7253	TSHR
21863340	7253	TSHR
21989446	7253	TSHR
22781452	7253	TSHR
18787380	726	CAPN5
21716147	7270	TTF1
22460811	7270	TTF1
22940844	7270	TTF1
17981789	7272	TTK
19401362	7276	TTR
21389145	7291	TWIST1
22899291	7291	TWIST1
19558833	7295	TXN
22267200	729582	DIRC3
23894154	729582	DIRC3
19730683	7297	TYK2
21716147	7298	TYMS
21343401	7301	TYRO3
22711876	7321	UBE2D1
20555024	7329	UBE2I
16443219	7341	SUMO1
20555024	7341	SUMO1
19730683	7350	UCP1
19730683	7391	USF1
19730683	7392	USF2
19499989	7421	VDR
22511602	7421	VDR
14602779	7422	VEGFA
16260429	7422	VEGFA
17536453	7422	VEGFA
17893268	7422	VEGFA
17951537	7422	VEGFA
18450769	7422	VEGFA
18509004	7422	VEGFA
19041000	7422	VEGFA
19888861	7422	VEGFA
20193458	7422	VEGFA
20615131	7422	VEGFA
21093207	7422	VEGFA
21097568	7422	VEGFA
21400522	7422	VEGFA
12915657	7424	VEGFC
15870511	7424	VEGFC
16299237	7424	VEGFC
